Timestamp,SR.No,Text,Username,Platform,Hashtags,Retweets,Likes,Country,Sentiment_score,Sentiment
2023-01-18 18:00:00,14," New year, new fitness goals! 💪                    ", FitJourney   , Instagram , #NewYear #FitnessGoals                  ,28,55, USA        ,0.3382,Positive
2023-01-19 09:45:00,15, Technology is changing the way we live.            , TechEnthusiast, Twitter  , #Tech #Innovation                       ,15,30, India    ,0.0,Neutral
2023-01-19 13:20:00,16, Reflecting on the past and looking ahead.          , Reflections  , Facebook , #Reflection #Future                     ,20,40, USA      ,0.0,Neutral
2023-01-19 17:10:00,17, Just adopted a cute furry friend! 🐾              , PetAdopter   , Instagram , #PetAdoption #FurryFriend               ,15,30, Canada    ,0.7574,Positive
2023-01-20 00:05:00,18, Late-night gaming session with friends.            , GamerX       , Twitter  , #Gaming #LateNight                      ,18,35, UK       ,0.4767,Positive
2023-01-20 11:30:00,19, Attending a virtual conference on AI.              , TechConference, Facebook , #AI #TechConference                     ,25,50,USA,0.0,Neutral
2023-01-20 15:15:00,20, Winter blues got me feeling low.                   , WinterBlues  , Instagram , #WinterBlues #Mood                      ,8,15, USA       ,-0.1531,Negative
2023-01-21 08:40:00,21, Sipping coffee and enjoying a good book.           , Bookworm     , Twitter  , #Reading #CoffeeTime                    ,22,45, India    ,0.743,Positive
2023-01-21 13:20:00,22, Exploring the world of virtual reality.            , VRExplorer   , Facebook , #VR #VirtualReality                     ,15,30,USA,0.0,Neutral
2023-01-21 16:45:00,23, Productive day ticking off my to-do list.          , ProductivityPro, Instagram , #Productivity #WorkFromHome           ,30,60, USA ,0.0,Neutral
2023-01-22 09:15:00,24, Just finished a challenging workout routine.       , FitnessWarrior, Twitter  , #Fitness #ChallengeAccepted             ,20,40, UK       ,0.1531,Positive
2023-01-22 14:30:00,25, Celebrating a milestone at work! 🎉               , CareerMilestone, Facebook , #Career #Milestone                      ,12,25, Canada  ,0.6114,Positive
2023-01-22 12:00:00,27, Sunday brunch with friends.                        , BrunchBuddy  , Instagram , #Brunch #Friends                       ,15,30, UK ,0.4767,Positive
2023-01-23 16:20:00,28, Learning a new language for personal growth.       , LanguageLearner, Facebook , #LanguageLearning #PersonalGrowth       ,25,50, India     ,0.3818,Positive
2023-01-23 19:45:00,29, Quiet evening with a good book.                    , BookLover    , Instagram , #Reading #QuietTime                     ,15,30, Australia ,0.4404,Positive
2023-01-24 11:30:00,30, Reflecting on the importance of mental health.     , MentalHealthMatters, Twitter  , #MentalHealth #SelfCare                 ,22,45, USA      ,0.3612,Positive
2023-01-24 15:00:00,31, New painting in progress! 🎨                       , ArtistInAction, Facebook , #Art #PaintingInProgress             ,12,25, Canada ,0.4753,Positive
2023-01-24 17:30:00,32, Weekend road trip to explore scenic views.         , RoadTripper  , Instagram , #RoadTrip #ScenicViews                  ,18,35, UK        ,0.0,Neutral
2023-01-25 18:00:00,33, Enjoying a cup of tea and watching the sunset.     , SunsetWatcher, Twitter  , #TeaTime #Sunset                       ,15,30, India    ,0.5267,Positive
2023-01-25 13:15:00,34, Coding a new project with enthusiasm.              , CodeEnthusiast, Facebook , #Coding #Enthusiasm                   ,30,60, USA ,0.4404,Positive
2023-01-26 09:45:00,35, Feeling inspired after attending a workshop.       , WorkshopAttendee, Instagram , #Inspiration #Workshop                  ,25,50,USA,0.5719,Positive
2023-01-26 14:20:00,36, Winter sports day at the local park.               , WinterSports  , Twitter  , #WinterSports #Fun                     ,15,30, Canada   ,0.0,Neutral
2023-01-26 17:40:00,37, Quality time with family this weekend.             , FamilyTime   , Facebook , #FamilyTime #Weekend                    ,22,45, UK        ,0.0,Neutral
2023-01-27 20:00:00,38, Attending a live music concert tonight.            , MusicLover   , Instagram , #Music #ConcertNight                  ,18,35, USA ,0.0,Neutral
2023-01-27 12:30:00,39, Practicing mindfulness with meditation.            , MindfulMoments, Twitter  , #Mindfulness #Meditation               ,15,30, India    ,0.0,Neutral
2023-01-27 16:10:00,40, Trying out a new dessert recipe.                   , DessertExplorer, Facebook , #Dessert #Cooking                      ,12,25, Canada ,0.0,Neutral
2023-01-28 09:00:00,41, Excited about the upcoming gaming tournament.      , GamingEnthusiast, Instagram , #Gaming #Tournament                     ,30,60,USA,0.34,Positive
2023-01-28 14:45:00,42, Planning a garden makeover for spring.             , GardenPlanner , Twitter  , #Gardening #Spring                     ,25,50, USA      ,0.0,Neutral
2023-01-28 19:30:00,43, Celebrating a friend's birthday tonight! 🎂       , BirthdayBash , Facebook , #Birthday #Celebration                  ,15,30, UK ,0.6114,Positive
2023-01-29 17:00:00,44, Feeling accomplished after a productive day.       , ProductivityWin, Instagram , #Accomplished #Success               ,22,45, India ,0.5267,Positive
2023-01-29 20:20:00,45, A cozy evening with a good movie.                 , MovieNight   , Twitter  , #CozyNight #MovieTime                   ,18,35, Canada   ,0.4404,Positive
2023-01-30 11:30:00,46, Exploring local art galleries this weekend.        , ArtExplorer  , Facebook , #Art #GalleryExplore                    ,15,30, USA      ,0.0,Neutral
2023-01-30 15:45:00,47, New book release from my favorite author!          , BookwormX    , Instagram , #BookRelease #FavoriteAuthor           ,12,25, UK   ,0.5093,Positive
2023-01-30 18:30:00,48, Attending a virtual reality meetup.                , VRMeetup     , Twitter  , #VRMeetup #VirtualReality               ,28,55, India    ,0.0,Neutral
2023-01-31 10:45:00,49, Reflecting on the beauty of nature.                , NatureLover  , Facebook , #Nature #Reflection                     ,15,30, Australia ,0.5859,Positive
2023-01-31 19:00:00,50, Cooking a special dinner for loved ones.           , ChefAtHome   , Instagram , #Cooking #SpecialDinner                ,20,40, USA       ,0.765,Positive
2023-01-31 16:20:00,51, Feeling optimistic about the week ahead.           , OptimisticMindset, Twitter  , #Optimism #NewWeek                     ,15,30, Canada   ,0.4215,Positive
2023-02-01 08:00:00,52, Starting a new fitness challenge tomorrow! 💪     , FitnessChallenge, Facebook , #FitnessChallenge #NewBeginnings       ,22,45, UK         ,0.4003,Positive
2023-02-01 13:30:00,53, Sunday bike ride through scenic trails.           , BikeExplorer  , Instagram , #BikeRide #ScenicTrails                ,18,35, USA     ,0.0,Neutral
2023-02-11 09:30:00,54, Can't believe the injustice happening in our society., SocialJustice   , Twitter  , #Injustice #Angry                            ,20,40, Canada     ,0.4585,Positive
2023-02-11 21:15:00,55, Feeling a sense of fear after watching a thriller movie. , ThrillerFan     , Instagram , #Fear #ThrillerMovie                         ,15,30, USA          ,-0.3182,Negative
2023-02-12 14:45:00,56, Heartbroken after hearing the news about a natural disaster. , EmpathyFirst    , Facebook , #Sadness #NaturalDisaster                    ,25,50, India      ,-0.7845,Negative
2023-02-12 18:20:00,57, The state of the world's environment is just disgusting. , EcoAwareness    , Twitter  , #Disgust #Environment                        ,18,35, UK         ,-0.5267,Negative
2023-02-13 10:00:00,58, Pure happiness: celebrating a loved one's achievement! , ProudFriend     , Instagram , #Happiness #Celebration                   ,30,60, USA ,0.9098,Positive
2023-02-13 19:30:00,59, Laughter is the best medicine—enjoying a comedy show. , ComedyFan       , Facebook , #Joy #ComedyShow                             ,22,45, Canada    ,0.872,Positive
2023-02-14 08:30:00,60, Sharing love and positive vibes with everyone! ❤️      , LoveSpreader    , Twitter  , #Love #SpreadLove                            ,15,30, Australia  ,0.8977,Positive
2023-02-14 14:20:00,61, An amusing incident brightened up my day!               , AmusedSoul      , Instagram , #Amusement #FunTimes                         ,18,35, UK           ,0.7177,Positive
2023-02-14 19:45:00,62, Enjoying a quiet evening with a book and some tea.      , BookLoverAgain  , Facebook , #Enjoyment #BookTime                         ,25,50, Canada       ,0.5267,Positive
2023-02-15 11:30:00,63, Admiring the beauty of nature during a peaceful hike.   , NatureAdmirer   , Twitter  , #Admiration #Nature                         ,20,40, USA       ,0.8625,Positive
2023-02-15 16:00:00,64, Sending affectionate vibes to all my followers!          , AffectionSender , Instagram , #Affection #PositiveVibes                   ,15,30,USA,0.4926,Positive
2023-02-15 20:30:00,65, Experiencing awe at the breathtaking sunset.            , AweStruck       , Facebook , #Awe #Breathtaking                          ,22,45, Australia   ,0.4588,Positive
2023-02-16 09:00:00,66, Disappointed with the service at a local restaurant.    , FoodieGoneWrong , Twitter  , #Disappointed #BadService                   ,18,35, India      ,-0.4767,Negative
2023-02-16 14:45:00,67, A surprise gift from a friend made my day!              , HappySurprise   , Instagram , #Surprise #Gift                              ,25,50, USA          ,0.8172,Positive
2023-02-16 18:20:00,68, Finding acceptance in the midst of life's challenges.   , AcceptanceSeeker, Facebook , #Acceptance #Challenges                     ,15,30, Canada     ,0.5106,Positive
2023-02-17 10:45:00,69, Overflowing with adoration for my adorable pet! 🐾      , PetAdorer       , Twitter  , #Adoration #PetLove                         ,22,45, UK        ,0.8122,Positive
2023-02-17 07:30:00,70, Anticipating a thrilling adventure in the coming weeks. , AdventureAwaits  , Instagram , #Anticipation #Adventure                    ,20,40,USA,0.6597,Positive
2023-02-17 15:00:00,71, A bitter experience turned into a valuable lesson.      , LearnFromBitter , Facebook , #BitterLesson #Growth                      ,18,35, USA       ,0.0772,Positive
2023-02-18 09:30:00,72, Finding calmness in the midst of a busy day.            , ZenMaster       , Twitter  , #Calmness #PeacefulMind                    ,15,30, India     ,0.4019,Positive
2023-02-18 14:20:00,73, Confusion clouds my mind as I navigate through decisions., ConfusedMind    , Instagram , #Confusion #DecisionMaking                 ,25,50, UK   ,-0.296,Negative
2023-02-18 18:45:00,74, Excitement building up for the upcoming vacation!       , VacationDreamer , Facebook , #Excitement #TravelPlans                   ,22,45, Canada    ,0.5411,Positive
2023-02-19 11:30:00,75, Kindness witnessed today restored my faith in humanity. , KindnessPrevails, Twitter  , #Kindness #Humanity                        ,20,40, USA       ,0.802,Positive
2023-02-19 16:00:00,76, Pride in achieving a personal milestone.               , PersonalAchiever, Instagram , #Pride #Milestone                           ,30,60, Australia    ,0.34,Positive
2023-02-19 19:45:00,77, A moment of shame for not standing up against injustice. , ReflectiveSelf  , Facebook , #Shame #Injustice                           ,15,30, India      ,-0.7783,Negative
2023-02-20 09:30:00,78, Fuming with anger after a heated argument.            , AngryDebater    , Twitter  , #Anger #Argument                             ,20,40, Canada     ,-0.872,Negative
2023-02-20 21:15:00,79, The fear of the unknown is keeping me up at night.    , FearfulDreamer  , Instagram , #Fear #Unknown                               ,15,30, USA          ,-0.4939,Negative
2023-02-21 14:45:00,80, Heartfelt sadness after bidding farewell to a dear friend. , FarewellHeart   , Facebook , #Sadness #Farewell                          ,25,50, India      ,0.7506,Positive
2023-02-21 18:20:00,81, The state of corruption in our society is utterly disgusting. , AntiCorruption  , Twitter  , #Disgust #Corruption                         ,18,35, UK         ,-0.5709,Negative
2023-02-22 10:00:00,82, Overflowing happiness: welcoming a new family member!  , NewParentJoy    , Instagram , #Happiness #NewFamilyMember                 ,30,60, UK           ,0.7777,Positive
2023-02-22 19:30:00,83, Laughter is the key to joy—attending a stand-up comedy show. , StandUpFan      , Facebook , #Joy #StandUpComedy                         ,22,45, Canada    ,0.6908,Positive
2023-02-23 08:30:00,84, Sending love to all my followers on this beautiful day! ❤️ , LoveSender      , Twitter  , #Love #SpreadLove                            ,15,30, Australia  ,0.8784,Positive
2023-02-23 14:20:00,85, Amused by the antics of my pet—it's pure amusement!      , PetAmuser       , Instagram , #Amusement #PetAntics                       ,18,35, UK           ,0.68,Positive
2023-02-23 19:45:00,86, Enjoying every moment of this trip—pure enjoyment!      , TravelExplorer  , Facebook , #Enjoyment #Travel                           ,25,50, USA ,0.807,Positive
2023-02-24 11:30:00,87, Admiring the dedication of volunteers at a local charity. , CharityAdmirer  , Twitter  , #Admiration #Volunteers                     ,20,40, USA        ,0.6597,Positive
2023-02-24 16:00:00,88, Sending affectionate vibes to friends and family.        , FamilyLover     , Instagram , #Affection #FamilyLove                      ,15,30,USA,0.7184,Positive
2023-02-24 20:30:00,89, Awe-struck by the beauty of the night sky.               , Stargazer       , Facebook , #Awe #StarryNight                        ,22,45, Australia ,0.5859,Positive
2023-02-25 09:00:00,90, Disappointed with the lack of progress in a personal project. , ProjectStruggle , Twitter  , #Disappointed #Project                     ,18,35, India      ,-0.3818,Negative
2023-02-25 14:45:00,91, A surprise visit from an old friend brought tears of joy. , JoyfulReunion   , Instagram , #Surprise #OldFriends                       ,25,50, USA          ,0.802,Positive
2023-02-25 18:20:00,92, Embracing acceptance of life's ups and downs.           , LifeAcceptance  , Facebook , #Acceptance #LifeJourney                   ,15,30, Canada     ,0.4588,Positive
2023-02-26 10:45:00,93, Overflowing adoration for a cute rescue puppy! 🐶       , PuppyAdmirer    , Twitter  , #Adoration #PuppyLove                       ,22,45, UK         ,0.8883,Positive
2023-02-26 07:30:00,94, Anticipating the release of a much-awaited movie.       , MovieBuff2      , Instagram , #Anticipation #MovieRelease                 ,20,40, Australia    ,0.0,Neutral
2023-02-26 15:00:00,95, Bitter experience at the customer service department.   , CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18,35, USA       ,-0.4215,Negative
2023-02-27 09:30:00,96, Finding calmness amidst the chaos of daily life.        , CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15,30, India     ,-0.25,Negative
2023-02-27 14:20:00,97, Confusion reigns as I try to make sense of recent events., ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25,50, UK   ,-0.296,Negative
2023-02-27 18:45:00,98, Excitement building up for a surprise birthday party.   , BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22,45, Canada ,0.7906,Positive
2023-02-28 11:30:00,99, Witnessed an act of kindness that made my day.          , KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20,40, USA       ,0.4588,Positive
2023-02-28 16:00:00,100, Pride in completing a challenging fitness challenge.    , FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30,60, UK            ,0.6597,Positive
2023-02-28 19:45:00,101, A moment of shame for not speaking up against injustice., ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15,30, India     ,-0.7783,Negative
2023-03-01 10:45:00,102, Reflecting on the beauty of diversity in our world.     , DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22,45, Australia ,0.5859,Positive
2023-03-01 13:30:00,103, Excitement for a quiet evening with a good book.        , BookwormJoy     , Instagram , #Excitement #BookTime                       ,18,35, USA          ,0.7269,Positive
2023-03-01 17:45:00,104, Feeling bitter about the unfairness in the workplace.   , WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15,30, Canada    ,-0.3182,Negative
2023-03-02 18:00:00,105, Calmness prevails as I practice mindfulness.            , MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15,30, UK        ,0.4019,Positive
2023-03-02 13:15:00,106, Confusion surrounds me as I navigate through life's choices. , ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30,60, USA   ,-0.296,Negative
2023-03-02 16:45:00,107, Excitement for a weekend road trip to explore new places. , RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25,50, India     ,0.4939,Positive
2023-03-03 11:30:00,108, Kindness witnessed today restores my faith in humanity.  , KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22,45, USA       ,0.7906,Positive
2023-03-03 14:30:00,109, Pride in accomplishing personal and professional goals.  , GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12,25, Canada ,0.34,Positive
2023-03-03 12:00:00,110, Shame for not being true to my values in a difficult situation., ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15,30, UK        ,-0.6407,Negative
2010-05-15 15:30:00,111," Revisiting old memories, feeling a sense of elation. ", NostalgiaFan    , Twitter  , #Elation #Memories                             ,20,40, Canada    ,0.4588,Positive
2021-08-10 21:15:00,112, The victory of our team brought euphoria to the city. , SportsFanatic   , Instagram , #Euphoria #Victory                             ,15,30, USA      ,0.6486,Positive
2011-06-20 14:45:00,113," Embracing the beauty of nature, a moment of contentment. ", NatureLover2    , Facebook , #Contentment #Nature                           ,25,50, India       ,0.743,Positive
2022-02-12 18:20:00,114," Meditating by the serene lake, finding inner peace.   ", ZenMaster2      , Twitter  , #Serenity #Meditation                          ,18,35, UK          ,0.7579,Positive
2012-11-25 10:00:00,115, Overflowing with gratitude for life's blessings.      , ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30,60, Australia   ,0.7783,Positive
2013-04-05 19:30:00,116," Hopeful for a brighter tomorrow, despite challenges.  ", OptimisticSoul  , Facebook , #Hope #Optimism                                ,22,45, USA      ,0.6886,Positive
2014-09-14 08:30:00,117, Empowered to make a difference in my community.        , CommunityLeader , Twitter  , #Empowerment #Community                        ,15,30, UK       ,0.0,Neutral
2015-07-18 14:20:00,118, Compassion in action: supporting a local charity event. , CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18,35, Canada ,0.8271,Positive
2016-02-23 19:45:00,119," A moment of tenderness, connecting with loved ones.    ", LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25,50, UK          ,0.7717,Positive
2017-10-30 11:30:00,120, Arousal of excitement as I await a special announcement., ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20,40, Australia ,0.743,Positive
2018-06-15 16:00:00,121, Enthusiastically diving into a new project.            , ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15,30, USA  ,0.5994,Positive
2019-03-28 18:20:00,122, Feeling a sense of fulfillment after reaching a milestone., MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22,45, India     ,0.3182,Positive
2019-11-11 15:00:00,123, Reverence for the beauty of a historic landmark.       , HistoryLover    , Twitter  , #Reverence #History                           ,18,35, UK      ,0.6249,Positive
2020-04-02 09:30:00,124, Elation after a surprise reunion with old friends.    , JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25,50, Canada      ,0.7717,Positive
2021-06-19 14:45:00,125, The euphoria of a live music concert under the stars.  , MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15,30, USA ,0.6486,Positive
2010-08-15 10:00:00,126, Contentment in the simplicity of a quiet Sunday.       , SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30,60, Australia ,0.3612,Positive
2011-09-22 19:30:00,127, Serenity found in the pages of a favorite book.        , BookLover3      , Instagram , #Serenity #BookTime                           ,22,45, UK          ,0.4588,Positive
2012-03-10 08:30:00,128, Gratitude for the support received during tough times. , SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15,30, India     ,0.6705,Positive
2013-12-05 16:00:00,129, Hopeful about the possibilities of a new journey.      , JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18,35, Canada    ,0.5106,Positive
2014-07-20 11:30:00,130, Empowerment through learning and personal growth.      , GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25,50,USA,0.3818,Positive
2015-12-22 14:20:00,131, Compassion towards those in need during the holidays.  , HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18,35, USA      ,0.6808,Positive
2016-02-10 19:45:00,132, Tenderness in the warmth of a cozy winter evening.     , WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25,50, UK       ,0.7003,Positive
2017-04-30 11:30:00,133, Arousal of excitement for an upcoming adventure.       , AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20,40, Australia ,0.6705,Positive
2018-09-15 16:00:00,134, Enthusiasm for a creative project in the making.       , CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15,30, Canada    ,0.7003,Positive
2019-06-28 18:20:00,135, Fulfillment in completing a challenging workout routine., FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22,45, India     ,0.1531,Positive
2020-11-11 15:00:00,136, Reverence for the artistry displayed in a museum.      , ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18,35, UK        ,0.0,Neutral
2021-03-02 09:30:00,137, Elation after achieving a personal goal.               , GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25,50, USA      ,0.3612,Positive
2012-02-18 14:30:00,138, Elation over discovering a hidden gem in the city.   , UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20,40, USA      ,0.3612,Positive
2018-11-05 21:45:00,139, The euphoria of a surprise birthday celebration.     , BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15,30, UK   ,0.7506,Positive
2015-09-12 13:20:00,140, Contentment in the simplicity of a home-cooked meal. , HomeChef        , Facebook , #Contentment #HomeCooking                     ,25,50, India    ,0.3612,Positive
2016-07-30 18:10:00,141, Serenity found in the melody of a peaceful piano.    , MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18,35, Canada      ,0.4939,Positive
2013-04-20 10:30:00,142, Gratitude for the supportive community around me.    , CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30,60, USA ,0.6705,Positive
2017-12-08 19:15:00,143, Hopeful about the prospects of a new business venture., EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22,45, Canada    ,0.6705,Positive
2014-06-03 08:20:00,144, Empowerment through mentoring and guiding others.    , MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15,30, UK       ,0.0,Neutral
2019-01-15 14:50:00,145, Compassion shown through acts of kindness in the community., KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18,35, Australia ,0.7184,Positive
2016-12-25 19:30:00,146, Tenderness in a heartfelt message to a loved one.    , LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25,50, UK          ,0.8807,Positive
2018-03-10 09:45:00,147, Arousal of excitement before a much-awaited trip.    , TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20,40, India    ,0.4939,Positive
2020-09-17 16:30:00,148, Enthusiasm for a new artistic project in the works.  , ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15,30, USA       ,0.4404,Positive
2011-08-28 18:45:00,149, Feeling a sense of fulfillment after helping others. , HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22,45, Canada    ,0.4019,Positive
2017-11-01 15:30:00,150, Reverence for the historical significance of a landmark., HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18,35, Australia ,0.34,Positive
2019-06-15 10:00:00,151, Elation after achieving a fitness milestone.         , FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25,50, UK           ,0.5574,Positive
2022-04-03 11:45:00,152, The euphoria of a successful product launch.         , ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15,30, USA       ,0.8442,Positive
2010-11-12 20:20:00,153, Contentment in the embrace of a loved one.           , LovingEmbrace   , Twitter  , #Contentment #Love                             ,30,60, India    ,0.8271,Positive
2011-07-22 18:30:00,154, Serenity found in the beauty of a sunset by the sea.  , SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22,45, Canada     ,0.5859,Positive
2012-03-30 11:20:00,155, Gratitude for the small joys that each day brings.   , JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15,30, Australia   ,0.7579,Positive
2013-10-05 16:40:00,156, Hopeful about the potential for personal growth.      , GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18,35, UK       ,0.7096,Positive
2014-07-10 13:15:00,157, Empowerment through learning a new skill.            , SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25,50, India   ,0.0,Neutral
2015-12-18 14:20:00,158, Compassion in volunteering for a local charity.       , CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18,35, USA      ,0.7003,Positive
2016-02-10 19:45:00,159, Tenderness in a quiet moment shared with a pet.      , PetLove         , Twitter  , #Tenderness #PetLove                          ,25,50, Canada   ,0.6369,Positive
2017-09-25 11:30:00,160, Arousal of excitement for an upcoming festival.       , FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20,40, UK ,0.7506,Positive
2018-04-15 16:00:00,161, Enthusiasm for a DIY home improvement project.       , DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15,30, Australia   ,0.7096,Positive
2019-11-28 18:20:00,162, Fulfillment in completing a challenging puzzle.      , PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22,45, India    ,0.1531,Positive
2020-05-11 15:00:00,163, Reverence for the wonders of nature on a hiking trail., NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18,35, USA        ,0.0,Neutral
2021-02-05 09:30:00,164, Elation after a surprise reunion with a childhood friend., ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25,50, Canada      ,0.7783,Positive
2021-03-10 08:30:00,165, Suffering from despair after another setback.      , StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5,10, USA          ,-0.6597,Negative
2022-07-05 15:45:00,166," Overwhelmed by grief, missing a loved one dearly.  ", MourningHeart     , Instagram , #Grief #Loss                                   ,8,15, Canada          ,0.3612,Positive
2019-11-18 21:20:00,167, Loneliness creeps in as the night grows colder.    , SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10,20, UK           ,-0.4215,Negative
2020-08-12 11:30:00,168, Jealousy consumes me as I witness others' success. , EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12,25, India        ,0.34,Positive
2018-05-22 14:45:00,169, Resentment building up over past betrayals.        , BitterHeart       , Instagram , #Resentment #Bitterness                       ,7,15, Australia     ,-0.4404,Negative
2017-01-30 16:10:00,170, Frustration mounts as obstacles block my path.     , BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10,20, USA          ,-0.8225,Negative
2016-09-28 19:45:00,171," Boredom sets in, the day feels endlessly dull.     ", BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8,15, Canada        ,-0.6124,Negative
2019-04-15 09:00:00,172," Anxiety grips my heart, worry clouds my thoughts.  ", WorriedMind       , Instagram , #Anxiety #Worry                               ,12,25, UK           ,-0.5574,Negative
2021-12-03 18:30:00,173, Intimidation by the unknown future ahead.          , FearfulSoul       , Facebook , #Intimidation #Fear                           ,15,30, India        ,-0.4215,Negative
